pump_id,building_id,tank_id,timestamp,status,current_amps,vibration_mm_s,temperature_celsius,flow_rate_lpm,pressure_psi
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 03:00:00,running,12.26,2.29,51.2,171.9,42.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 03:30:00,running,10.44,1.91,50.7,181.4,44.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 04:00:00,running,11.67,2.7,49.4,191.0,46.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 04:30:00,running,10.46,2.59,50.9,191.4,46.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 05:00:00,running,11.96,2.19,49.5,178.0,46.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 05:30:00,running,10.69,2.93,52.2,189.3,49.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 06:00:00,running,14.01,2.62,52.2,195.4,45.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 06:30:00,running,12.02,2.81,50.3,174.7,49.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 07:00:00,running,12.5,2.25,53.1,159.0,46.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 07:30:00,running,12.89,1.87,51.3,171.1,45.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 08:00:00,running,10.94,3.09,49.0,202.2,50.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 08:30:00,running,13.34,2.5,52.0,168.9,43.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 09:00:00,running,12.56,2.87,53.4,166.8,51.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 09:30:00,running,12.34,2.34,49.3,203.3,47.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 10:00:00,running,12.04,2.62,50.9,188.4,37.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 10:30:00,running,10.85,2.41,50.5,185.8,44.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 11:00:00,running,11.53,3.03,53.1,177.7,44.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 11:30:00,running,11.24,2.36,50.4,163.0,46.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 12:00:00,running,12.9,2.69,48.4,170.5,45.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 12:30:00,running,12.45,2.75,49.9,172.3,44.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 13:00:00,running,11.82,2.44,48.5,156.8,43.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 13:30:00,running,11.76,2.41,49.5,179.1,46.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 14:00:00,running,10.8,2.76,48.7,164.4,43.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 14:30:00,running,10.7,2.39,48.5,173.2,45.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 15:00:00,running,11.59,2.68,48.9,166.1,44.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 15:30:00,running,10.21,2.25,51.1,174.6,45.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 16:00:00,running,12.35,2.56,55.4,164.9,44.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 16:30:00,running,11.17,1.97,49.8,193.7,43.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 17:00:00,running,13.74,2.46,48.7,175.2,50.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 17:30:00,running,12.37,2.74,51.0,185.9,39.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 18:00:00,running,11.95,2.42,51.7,158.9,44.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 18:30:00,running,11.94,3.01,52.5,194.3,43.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 19:00:00,running,13.56,1.99,48.2,175.9,44.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 19:30:00,running,13.63,2.41,53.8,213.3,44.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 20:00:00,running,13.48,2.59,47.0,162.5,45.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 20:30:00,running,11.16,2.17,48.8,170.9,43.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 21:00:00,running,10.9,2.34,51.7,183.3,48.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 21:30:00,running,11.77,2.35,48.6,197.7,45.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 22:00:00,running,10.9,2.34,51.0,190.2,46.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 22:30:00,running,11.11,2.41,48.3,188.0,48.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 23:00:00,running,9.91,2.31,50.9,171.2,44.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-12 23:30:00,running,11.33,2.23,48.1,184.4,44.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 00:00:00,running,11.39,1.83,45.8,186.9,36.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 00:30:00,running,13.39,2.35,48.9,174.2,46.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 01:00:00,running,12.77,2.54,45.7,183.2,46.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 01:30:00,running,13.72,3.68,45.8,175.7,45.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 02:00:00,running,11.43,2.49,49.2,184.9,40.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 02:30:00,running,10.87,2.73,49.2,173.2,48.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 03:00:00,running,11.27,2.34,50.7,191.4,47.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 03:30:00,running,12.67,3.05,49.6,181.5,48.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 04:00:00,running,11.81,2.28,51.5,179.0,45.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 04:30:00,running,12.21,2.58,49.8,203.7,48.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 05:00:00,running,11.11,2.76,49.1,194.3,47.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 05:30:00,running,11.77,2.94,48.8,155.4,43.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 06:00:00,running,12.64,2.8,49.1,177.1,46.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 06:30:00,running,9.01,2.16,50.2,177.2,40.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 07:00:00,running,12.47,2.86,51.6,202.8,42.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 07:30:00,running,11.76,3.02,51.9,197.0,41.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 08:00:00,running,11.47,2.25,48.8,164.2,48.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 08:30:00,running,11.43,2.42,50.7,152.7,45.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 09:00:00,running,10.63,1.93,49.9,209.8,47.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 09:30:00,running,11.15,2.53,52.5,188.2,45.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 10:00:00,running,12.73,2.58,52.5,184.3,40.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 10:30:00,running,12.09,2.21,49.8,163.0,52.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 11:00:00,running,12.07,2.95,51.2,176.8,42.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 11:30:00,running,10.76,2.52,50.5,185.0,44.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 12:00:00,running,11.59,1.93,48.3,208.3,46.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 12:30:00,running,10.45,2.1,51.0,196.2,43.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 13:00:00,running,10.71,2.47,52.7,159.0,43.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 13:30:00,running,9.17,2.81,47.0,173.2,46.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 14:00:00,running,11.59,2.86,49.1,197.3,39.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 14:30:00,running,12.45,2.38,50.4,172.4,45.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 15:00:00,running,12.45,1.75,48.7,165.3,45.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 15:30:00,running,12.17,2.63,49.3,165.6,44.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 16:00:00,running,11.41,2.68,50.3,183.4,47.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 16:30:00,running,11.66,1.89,52.3,186.4,48.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 17:00:00,running,11.71,2.09,48.6,168.2,50.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 17:30:00,running,12.2,2.24,48.9,162.0,43.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 18:00:00,running,11.91,2.6,49.3,172.1,40.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 18:30:00,running,12.02,2.6,53.5,183.4,47.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 19:00:00,running,12.2,2.12,53.4,204.5,42.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 19:30:00,running,12.55,3.05,51.6,183.5,44.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 20:00:00,running,10.03,2.86,50.3,163.2,44.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 20:30:00,running,13.22,2.59,49.9,150.7,45.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 21:00:00,running,11.91,1.95,51.5,186.3,42.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 21:30:00,running,12.58,2.88,52.1,178.1,46.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 22:00:00,running,13.65,2.29,51.7,196.1,42.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 22:30:00,running,12.57,2.61,47.4,186.8,39.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 23:00:00,running,11.7,2.15,49.4,161.9,46.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-13 23:30:00,running,11.24,2.58,49.6,195.7,50.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 00:00:00,running,12.49,2.35,48.8,174.6,44.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 00:30:00,running,13.32,2.72,46.2,181.1,43.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 01:00:00,running,10.27,2.47,49.9,202.4,45.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 01:30:00,running,10.98,2.63,51.9,187.1,44.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 02:00:00,running,11.9,2.75,45.7,171.0,46.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 02:30:00,running,11.29,2.64,48.6,178.3,42.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 03:00:00,running,9.09,2.75,49.3,174.4,41.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 03:30:00,running,12.11,2.01,47.5,199.9,45.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 04:00:00,running,11.54,2.32,50.9,169.6,41.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 04:30:00,running,12.16,1.97,49.2,178.6,43.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 05:00:00,running,10.68,2.22,51.2,191.6,42.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 05:30:00,running,11.5,2.27,47.1,194.6,46.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 06:00:00,running,10.9,2.79,51.0,175.0,42.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 06:30:00,running,12.89,2.9,47.6,193.4,50.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 07:00:00,running,14.28,2.38,51.4,170.7,40.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 07:30:00,running,10.12,1.94,51.4,174.4,46.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 08:00:00,running,12.22,2.56,50.9,199.2,42.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 08:30:00,running,12.83,2.3,48.5,193.5,46.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 09:00:00,running,13.67,2.86,47.6,202.8,47.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 09:30:00,running,11.48,3.03,46.7,169.0,47.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 10:00:00,running,13.37,2.18,51.5,190.4,45.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 10:30:00,running,13.25,2.2,48.3,191.7,44.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 11:00:00,running,10.93,2.37,45.9,208.7,41.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 11:30:00,running,10.75,2.56,52.0,182.8,47.8
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 12:00:00,running,10.33,2.5,55.7,195.9,44.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 12:30:00,running,11.27,2.73,50.9,183.4,39.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 13:00:00,running,12.64,2.68,50.6,195.9,46.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 13:30:00,running,11.29,2.54,48.2,197.8,49.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 14:00:00,running,11.1,2.43,50.1,197.6,47.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 14:30:00,running,11.62,3.08,48.2,183.5,46.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 15:00:00,running,12.88,2.44,48.3,190.8,42.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 15:30:00,running,12.13,2.91,52.3,181.2,46.7
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 16:00:00,running,9.85,2.24,50.1,193.1,40.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 16:30:00,running,11.79,2.95,49.3,170.6,44.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 17:00:00,running,13.28,2.93,45.0,185.1,41.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 17:30:00,running,11.05,2.18,53.4,162.7,48.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 18:00:00,running,12.22,2.6,48.1,164.6,48.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 18:30:00,running,12.36,2.82,51.1,206.4,45.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 19:00:00,running,14.09,2.15,50.9,164.8,43.9
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 19:30:00,running,11.02,2.62,49.9,196.8,52.0
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 20:00:00,running,10.45,2.56,48.2,183.9,48.3
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 20:30:00,running,11.41,2.64,50.0,163.6,47.5
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 21:00:00,running,13.59,2.77,46.9,188.6,49.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 21:30:00,running,11.85,2.1,47.3,187.5,50.4
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 22:00:00,running,10.97,2.71,49.5,198.5,42.1
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 22:30:00,running,13.59,2.99,49.4,190.2,44.6
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 23:00:00,running,12.43,2.34,49.3,181.2,43.2
PUMP_BLD_001_01,BLD_001,TANK_BLD_001_01,2025-10-14 23:30:00,running,9.87,2.45,50.2,186.9,42.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 00:00:00,running,10.21,2.15,46.6,159.7,42.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 00:30:00,running,12.18,3.09,48.9,186.0,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 01:00:00,running,13.45,2.48,47.6,207.1,40.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 01:30:00,running,11.04,2.19,49.4,187.6,42.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 02:00:00,running,12.21,3.15,52.4,195.4,48.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 02:30:00,running,12.08,2.33,48.4,192.9,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 03:00:00,running,11.93,2.03,48.4,178.9,50.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 03:30:00,running,13.49,2.08,51.0,214.1,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 04:00:00,running,12.2,2.65,51.1,178.5,46.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 04:30:00,running,12.13,1.74,51.4,176.7,51.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 05:00:00,running,13.99,2.3,49.2,167.5,43.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 05:30:00,running,12.21,2.46,51.7,160.6,43.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 06:00:00,running,12.43,2.32,49.8,186.3,39.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 06:30:00,running,13.38,2.82,50.5,186.7,48.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 07:00:00,running,12.52,2.64,52.7,178.5,51.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 07:30:00,running,10.72,2.77,51.1,160.7,45.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 08:00:00,running,12.14,2.54,48.8,203.8,47.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 08:30:00,running,11.2,2.16,49.8,174.2,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 09:00:00,running,11.87,2.36,47.5,171.6,36.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 09:30:00,running,11.62,3.12,52.2,180.3,41.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 10:00:00,running,12.16,3.01,53.8,195.4,45.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 10:30:00,running,12.13,2.1,49.2,173.2,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 11:00:00,running,12.05,2.47,49.8,164.1,42.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 11:30:00,running,9.89,2.11,52.0,197.3,49.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 12:00:00,running,11.64,2.41,44.8,179.0,42.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 12:30:00,running,12.66,2.35,53.1,166.1,40.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 13:00:00,running,12.5,2.4,49.6,172.0,46.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 13:30:00,running,11.95,3.08,51.6,177.3,43.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 14:00:00,running,12.05,2.85,48.7,180.8,43.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 14:30:00,running,11.94,2.09,50.6,187.5,43.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 15:00:00,running,13.71,2.87,48.2,153.8,46.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 15:30:00,running,12.42,2.64,48.4,199.2,38.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 16:00:00,running,11.03,2.65,45.0,204.4,43.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 16:30:00,running,14.07,2.15,49.6,152.5,41.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 17:00:00,running,11.9,2.95,53.7,161.4,51.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 17:30:00,running,11.19,2.98,51.4,179.3,44.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 18:00:00,running,12.88,2.6,52.9,163.8,49.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 18:30:00,running,13.47,2.59,51.4,163.3,44.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 19:00:00,running,12.35,2.34,46.9,217.7,39.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 19:30:00,running,12.12,2.49,51.3,178.3,41.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 20:00:00,running,9.81,2.57,48.5,197.9,47.9
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 20:30:00,running,13.07,2.52,50.5,183.4,47.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 21:00:00,running,12.32,2.41,52.6,182.9,41.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 21:30:00,running,11.36,2.59,48.3,167.8,41.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 22:00:00,running,13.92,3.14,52.7,161.7,45.2
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 22:30:00,running,11.08,2.11,48.6,198.6,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 23:00:00,running,14.3,2.82,51.2,157.8,48.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-01 23:30:00,running,13.01,2.84,48.1,185.0,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 00:00:00,running,14.05,2.25,48.6,180.0,47.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 00:30:00,running,13.08,2.26,48.4,159.8,43.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 01:00:00,running,11.82,2.51,50.2,185.9,47.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 01:30:00,running,11.72,2.72,48.0,197.9,47.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 02:00:00,running,10.02,2.09,50.7,180.7,50.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 02:30:00,running,12.76,2.22,48.3,156.9,43.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 03:00:00,running,11.76,2.68,48.7,191.2,46.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 03:30:00,running,12.37,2.58,49.3,178.1,46.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 04:00:00,running,11.01,2.35,49.6,179.5,42.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 04:30:00,running,12.21,2.17,50.5,191.7,43.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 05:00:00,running,12.44,2.62,51.1,167.6,45.4
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 05:30:00,running,9.91,2.61,50.0,182.4,51.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 06:00:00,running,12.37,2.39,48.5,184.7,48.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 06:30:00,running,12.59,2.12,51.5,177.9,46.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 07:00:00,running,10.86,2.81,51.7,192.3,44.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 07:30:00,running,11.85,2.52,50.1,197.9,44.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 08:00:00,running,12.18,2.16,49.2,198.4,46.8
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 08:30:00,running,12.26,2.24,55.0,199.1,44.5
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 09:00:00,running,13.22,2.66,51.7,195.9,47.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 09:30:00,running,12.33,2.41,48.9,194.0,44.3
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 10:00:00,running,11.08,2.82,52.9,167.4,44.6
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 10:30:00,running,13.35,2.59,49.0,186.4,45.1
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 11:00:00,running,12.28,2.07,47.4,148.0,48.0
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 11:30:00,running,14.31,2.45,56.5,177.3,44.7
PUMP_BLD_001_02,BLD_001,TANK_BLD_001_02,2025-10-02 12:00:00,running,10.36,2.8,53.4,153.2,43.1
